,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,trans_hidden,experiment_key,random_state_distrib_kl_div,random_uniform_distrib_kl_div,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div,e2e_loss
7015,9,9,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,14.216329574584961,2.670072317123413,3.754103899002075,,,,False
7016,10,10,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,14.404699325561523,2.382275342941284,3.607405662536621,,,,False
7017,11,11,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.320907592773438,1.9763329029083252,3.5106945037841797,,,,False
7018,12,12,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.160628318786621,1.7221128940582275,3.469259023666382,,,,False
7019,13,13,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.513957977294922,0.9794120192527771,3.475034475326538,,,,False
7020,14,14,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.438122749328613,0.6294719576835632,3.507413864135742,,,,False
7021,15,15,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,14.697179794311523,0.5159118175506592,3.5181944370269775,,,,False
7022,16,16,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.072205543518066,0.08368639647960663,3.542522430419922,,,,False
7023,17,17,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,14.804072380065918,0.05937465280294418,3.6159842014312744,,,,False
7024,18,18,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,14.803857803344727,0.04707779735326767,3.7291111946105957,,,,False
7025,19,19,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,15.677083015441895,0.0376061387360096,3.8727519512176514,,,,False
7026,20,20,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.01117515563965,0.03131701052188873,4.055161476135254,,,,False
7027,21,21,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.117151260375977,0.024281304329633713,4.248812198638916,,,,False
7028,22,22,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.47316551208496,0.02477777563035488,4.444065570831299,,,,False
7029,23,23,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.677928924560547,0.01776871085166931,4.638254165649414,,,,False
7030,24,24,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.997257232666016,0.018604131415486336,4.8197922706604,,,,False
7031,25,25,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.937898635864258,0.015962541103363037,4.983548641204834,,,,False
7032,26,26,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,16.975990295410156,0.015916824340820312,5.131689548492432,,,,False
7033,27,27,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,17.225513458251953,0.015015020966529846,5.262822151184082,,,,False
7034,28,28,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,17.118186950683594,0.012370595708489418,5.36965274810791,,,,False
7035,29,29,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,17.182737350463867,0.006957567296922207,5.466979503631592,,,,False
7036,30,30,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,82fc6ae1590d43bea99e9cdba0e95b82,,,7.382395267486572,0.00873125996440649,5.54659366607666,,,,False
7037,0,0,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,,,,,,,False
7038,1,1,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,0.2912970781326294,-3.2975943753399406e-08,5.214484691619873,,,,False
7039,2,2,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,0.13789336383342743,9.948359489440918,4.824257850646973,,,,False
7040,3,3,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,0.1813916563987732,8.261832237243652,4.583188056945801,,,,False
7041,4,4,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,5.386379241943359,5.553465366363525,4.410275936126709,,,,False
7042,5,5,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,9.560922622680664,4.675449848175049,4.25632381439209,,,,False
7043,6,6,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,12.447015762329102,4.278069972991943,4.131307601928711,,,,False
7044,7,7,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,9.515759468078613,3.839041233062744,4.022337913513184,,,,False
7045,8,8,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,6.242003917694092,2.996077537536621,3.902053117752075,,,,False
7046,9,9,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,5.859064102172852,2.670072317123413,3.754103899002075,,,,False
7047,10,10,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,7.670424461364746,2.382275342941284,3.607405662536621,,,,False
7048,11,11,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,9.498510360717773,1.9763329029083252,3.5106945037841797,,,,False
7049,12,12,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,11.264891624450684,1.7221128940582275,3.469259023666382,,,,False
7050,13,13,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,12.420300483703613,0.9794120192527771,3.475034475326538,,,,False
7051,14,14,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,13.392333984375,0.6294719576835632,3.507413864135742,,,,False
7052,15,15,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,14.125646591186523,0.5159118175506592,3.5181944370269775,,,,False
7053,16,16,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,14.700645446777344,0.08368639647960663,3.542522430419922,,,,False
7054,17,17,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,15.170984268188477,0.05937465280294418,3.6159842014312744,,,,False
7055,18,18,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,15.555068969726562,0.04707779735326767,3.7291111946105957,,,,False
7056,19,19,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,15.891271591186523,0.0376061387360096,3.8727519512176514,,,,False
7057,20,20,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,16.22071075439453,0.03131701052188873,4.055161476135254,,,,False
7058,21,21,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,16.521154403686523,0.024281304329633713,4.248812198638916,,,,False
7059,22,22,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,16.782163619995117,0.02477777563035488,4.444065570831299,,,,False
7060,23,23,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.016019821166992,0.01776871085166931,4.638254165649414,,,,False
7061,24,24,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.229145050048828,0.018604131415486336,4.8197922706604,,,,False
7062,25,25,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.41411590576172,0.015962541103363037,4.983548641204834,,,,False
7063,26,26,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.579509735107422,0.015916824340820312,5.131689548492432,,,,False
7064,27,27,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.708438873291016,0.015015020966529846,5.262822151184082,,,,False
7065,28,28,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.822607040405273,0.012370595708489418,5.36965274810791,,,,False
7066,29,29,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,17.922021865844727,0.006957567296922207,5.466979503631592,,,,False
7067,30,30,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3ab92a247e8344e0bfccf9d9fd82dd80,,,18.007524490356445,0.00873125996440649,5.54659366607666,,,,False
7068,0,0,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,,,,,,,False
7069,1,1,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,0.007910274900496006,-3.2975943753399406e-08,5.214484691619873,,,,False
7070,2,2,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,0.03484407812356949,9.948359489440918,4.824257850646973,,,,False
7071,3,3,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,0.0554315522313118,8.261832237243652,4.583188056945801,,,,False
7072,4,4,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,5.355443954467773,5.553465366363525,4.410275936126709,,,,False
7073,5,5,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,5.805197715759277,4.675449848175049,4.25632381439209,,,,False
7074,6,6,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,9.125967025756836,4.278069972991943,4.131307601928711,,,,False
7075,7,7,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,8.940058708190918,3.839041233062744,4.022337913513184,,,,False
7076,8,8,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,8.796805381774902,2.996077537536621,3.902053117752075,,,,False
7077,9,9,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,11.80319881439209,2.670072317123413,3.754103899002075,,,,False
7078,10,10,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,11.354477882385254,2.382275342941284,3.607405662536621,,,,False
7079,11,11,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,13.135013580322266,1.9763329029083252,3.5106945037841797,,,,False
7080,12,12,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,14.1683349609375,1.7221128940582275,3.469259023666382,,,,False
7081,13,13,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,15.479865074157715,0.9794120192527771,3.475034475326538,,,,False
7082,14,14,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,15.421119689941406,0.6294719576835632,3.507413864135742,,,,False
7083,15,15,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,15.679730415344238,0.5159118175506592,3.5181944370269775,,,,False
7084,16,16,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,15.903958320617676,0.08368639647960663,3.542522430419922,,,,False
7085,17,17,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,15.972298622131348,0.05937465280294418,3.6159842014312744,,,,False
7086,18,18,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,16.164196014404297,0.04707779735326767,3.7291111946105957,,,,False
7087,19,19,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,16.296588897705078,0.0376061387360096,3.8727519512176514,,,,False
7088,20,20,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,16.50486946105957,0.03131701052188873,4.055161476135254,,,,False
7089,21,21,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,16.698305130004883,0.024281304329633713,4.248812198638916,,,,False
7090,22,22,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,16.91415786743164,0.02477777563035488,4.444065570831299,,,,False
7091,23,23,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.08124351501465,0.01776871085166931,4.638254165649414,,,,False
7092,24,24,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.27516746520996,0.018604131415486336,4.8197922706604,,,,False
7093,25,25,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.450918197631836,0.015962541103363037,4.983548641204834,,,,False
7094,26,26,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.602962493896484,0.015916824340820312,5.131689548492432,,,,False
7095,27,27,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.731565475463867,0.015015020966529846,5.262822151184082,,,,False
7096,28,28,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.842741012573242,0.012370595708489418,5.36965274810791,,,,False
7097,29,29,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,17.943588256835938,0.006957567296922207,5.466979503631592,,,,False
7098,30,30,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,4b6a919d9b1648e89f04a1f13b18a954,,,18.021934509277344,0.00873125996440649,5.54659366607666,,,,False
7099,0,0,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,,,,,,,False
7100,1,1,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,0.00934736616909504,-3.2975943753399406e-08,5.214484691619873,,,,False
7101,2,2,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,0.02209034562110901,9.948359489440918,4.824257850646973,,,,False
7102,3,3,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,0.029089728370308876,8.261832237243652,4.583188056945801,,,,False
7103,4,4,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,5.438988208770752,5.553465366363525,4.410275936126709,,,,False
7104,5,5,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,9.640928268432617,4.675449848175049,4.25632381439209,,,,False
7105,6,6,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,12.513407707214355,4.278069972991943,4.131307601928711,,,,False
7106,7,7,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,8.973197937011719,3.839041233062744,4.022337913513184,,,,False
7107,8,8,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,8.300207138061523,2.996077537536621,3.902053117752075,,,,False
7108,9,9,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,7.367433547973633,2.670072317123413,3.754103899002075,,,,False
7109,10,10,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,6.9219160079956055,2.382275342941284,3.607405662536621,,,,False
7110,11,11,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,8.973919868469238,1.9763329029083252,3.5106945037841797,,,,False
7111,12,12,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,10.817442893981934,1.7221128940582275,3.469259023666382,,,,False
7112,13,13,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,12.308441162109375,0.9794120192527771,3.475034475326538,,,,False
7113,14,14,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,13.359911918640137,0.6294719576835632,3.507413864135742,,,,False
7114,15,15,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,12.99605941772461,0.5159118175506592,3.5181944370269775,,,,False
7115,16,16,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,12.705803871154785,0.08368639647960663,3.542522430419922,,,,False
7116,17,17,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,10.428662300109863,0.05937465280294418,3.6159842014312744,,,,False
7117,18,18,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,11.40065860748291,0.04707779735326767,3.7291111946105957,,,,False
7118,19,19,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,12.542825698852539,0.0376061387360096,3.8727519512176514,,,,False
7119,20,20,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,13.37594985961914,0.03131701052188873,4.055161476135254,,,,False
7120,21,21,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,13.096733093261719,0.024281304329633713,4.248812198638916,,,,False
7121,22,22,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,14.010496139526367,0.02477777563035488,4.444065570831299,,,,False
7122,23,23,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,14.861610412597656,0.01776871085166931,4.638254165649414,,,,False
7123,24,24,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,15.61422348022461,0.018604131415486336,4.8197922706604,,,,False
7124,25,25,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,16.564794540405273,0.015962541103363037,4.983548641204834,,,,False
7125,26,26,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,16.485429763793945,0.015916824340820312,5.131689548492432,,,,False
7126,27,27,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,16.837491989135742,0.015015020966529846,5.262822151184082,,,,False
7127,28,28,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,17.146583557128906,0.012370595708489418,5.36965274810791,,,,False
7128,29,29,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,17.547143936157227,0.006957567296922207,5.466979503631592,,,,False
7129,30,30,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,54c32d7a1571490f8c0d632c8aaf93ae,,,17.55695152282715,0.00873125996440649,5.54659366607666,,,,False
7130,0,0,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,,,,,,,False
7131,1,1,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,0.001873972825706005,-3.2975943753399406e-08,5.214484691619873,,,,False
7132,2,2,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,0.03596900403499603,9.948359489440918,4.824257850646973,,,,False
7133,3,3,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,0.08009140193462372,8.261832237243652,4.583188056945801,,,,False
7134,4,4,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,5.35295295715332,5.553465366363525,4.410275936126709,,,,False
7135,5,5,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,9.471399307250977,4.675449848175049,4.25632381439209,,,,False
7136,6,6,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,4.557793140411377,4.278069972991943,4.131307601928711,,,,False
7137,7,7,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,4.192231178283691,3.839041233062744,4.022337913513184,,,,False
7138,8,8,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,1.3607572317123413,2.996077537536621,3.902053117752075,,,,False
7139,9,9,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,3.1764187812805176,2.670072317123413,3.754103899002075,,,,False
7140,10,10,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,5.849237442016602,2.382275342941284,3.607405662536621,,,,False
7141,11,11,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,8.434152603149414,1.9763329029083252,3.5106945037841797,,,,False
7142,12,12,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,8.413612365722656,1.7221128940582275,3.469259023666382,,,,False
7143,13,13,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,10.262940406799316,0.9794120192527771,3.475034475326538,,,,False
7144,14,14,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,11.556855201721191,0.6294719576835632,3.507413864135742,,,,False
7145,15,15,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,12.805366516113281,0.5159118175506592,3.5181944370269775,,,,False
7146,16,16,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,13.724608421325684,0.08368639647960663,3.542522430419922,,,,False
7147,17,17,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,14.441572189331055,0.05937465280294418,3.6159842014312744,,,,False
7148,18,18,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.044763565063477,0.04707779735326767,3.7291111946105957,,,,False
7149,19,19,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.514078140258789,0.0376061387360096,3.8727519512176514,,,,False
7150,20,20,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.51821231842041,0.03131701052188873,4.055161476135254,,,,False
7151,21,21,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,13.595287322998047,0.024281304329633713,4.248812198638916,,,,False
7152,22,22,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.170537948608398,0.02477777563035488,4.444065570831299,,,,False
7153,23,23,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,14.92000961303711,0.01776871085166931,4.638254165649414,,,,False
7154,24,24,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.471796035766602,0.018604131415486336,4.8197922706604,,,,False
7155,25,25,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,15.937308311462402,0.015962541103363037,4.983548641204834,,,,False
7156,26,26,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,16.402732849121094,0.015916824340820312,5.131689548492432,,,,False
7157,27,27,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,16.79265022277832,0.015015020966529846,5.262822151184082,,,,False
7158,28,28,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,17.104501724243164,0.012370595708489418,5.36965274810791,,,,False
7159,29,29,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,17.379085540771484,0.006957567296922207,5.466979503631592,,,,False
7160,30,30,fta_ae,None,minigrid-door-key-stochastic,8,1024,64,64,3565ba64e447422e8b1c292b710ee9d3,,,17.49300193786621,0.00873125996440649,5.54659366607666,,,,False
7161,0,0,fta_ae,None,minigrid-crossing-stochastic,8,1024,64,32,a6aa575f4fa4401baf0703d5cd1a5aa2,,,,,,,,,False
7162,1,1,fta_ae,None,minigrid-crossing-stochastic,8,1024,64,32,a6aa575f4fa4401baf0703d5cd1a5aa2,,,,,,0.0008183345198631287,-1.2575820385052339e-08,4.125888347625732,False
