,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,experiment_key,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div
4612,24,24,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,13.472652435302734,0.018604131415486336,4.8197922706604,,,
4613,25,25,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,14.368697166442871,0.015962541103363037,4.983548641204834,,,
4614,26,26,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,15.138577461242676,0.015916824340820312,5.131689548492432,,,
4615,27,27,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,15.807698249816895,0.015015020966529846,5.262822151184082,,,
4616,28,28,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,16.337730407714844,0.012370595708489418,5.36965274810791,,,
4617,29,29,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,16.773134231567383,0.006957567296922207,5.466979503631592,,,
4618,30,30,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,bd18e9b05c80457fb99f4e821a2fcee9,17.1314754486084,0.00873125996440649,5.54659366607666,,,
4619,0,0,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,,,,,,
4620,1,1,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,0.32219988107681274,-3.2975943753399406E-8,5.214484691619873,,,
4621,2,2,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,0.6734861135482788,9.948359489440918,4.824257850646973,,,
4622,3,3,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,0.6350337266921997,8.261832237243652,4.583188056945801,,,
4623,4,4,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,5.832211971282959,5.553465366363525,4.410275936126709,,,
4624,5,5,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,5.241761207580566,4.675449848175049,4.25632381439209,,,
4625,6,6,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,5.544040203094482,4.278069972991943,4.131307601928711,,,
4626,7,7,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,5.207873344421387,3.839041233062744,4.022337913513184,,,
4627,8,8,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,8.978631019592285,2.996077537536621,3.902053117752075,,,
4628,9,9,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,8.503942489624023,2.670072317123413,3.754103899002075,,,
4629,10,10,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,11.075092315673828,2.382275342941284,3.607405662536621,,,
4630,11,11,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,12.86780834197998,1.9763329029083252,3.5106945037841797,,,
4631,12,12,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,11.052704811096191,1.7221128940582275,3.469259023666382,,,
4632,13,13,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,12.133743286132812,0.9794120192527771,3.475034475326538,,,
4633,14,14,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,13.415678024291992,0.6294719576835632,3.507413864135742,,,
4634,15,15,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,13.827579498291016,0.5159118175506592,3.5181944370269775,,,
4635,16,16,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,13.1061429977417,0.08368639647960663,3.542522430419922,,,
4636,17,17,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,11.452150344848633,0.05937465280294418,3.6159842014312744,,,
4637,18,18,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,12.168195724487305,0.04707779735326767,3.7291111946105957,,,
4638,19,19,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,11.446093559265137,0.0376061387360096,3.8727519512176514,,,
4639,20,20,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,11.124239921569824,0.03131701052188873,4.055161476135254,,,
4640,21,21,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,12.206684112548828,0.024281304329633713,4.248812198638916,,,
4641,22,22,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,13.302703857421875,0.02477777563035488,4.444065570831299,,,
4642,23,23,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,13.841731071472168,0.01776871085166931,4.638254165649414,,,
4643,24,24,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,14.668041229248047,0.018604131415486336,4.8197922706604,,,
4644,25,25,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,16.058170318603516,0.015962541103363037,4.983548641204834,,,
4645,26,26,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,16.641130447387695,0.015916824340820312,5.131689548492432,,,
4646,27,27,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,16.823625564575195,0.015015020966529846,5.262822151184082,,,
4647,28,28,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,17.133398056030273,0.012370595708489418,5.36965274810791,,,
4648,29,29,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,17.305580139160156,0.006957567296922207,5.466979503631592,,,
4649,30,30,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,b76eb0e0a183496dbadd7ce223adfa45,17.821884155273438,0.00873125996440649,5.54659366607666,,,
4650,0,0,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,,,,,,
4651,1,1,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,0.19358959794044495,-3.2975943753399406E-8,5.214484691619873,,,
4652,2,2,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,0.6461829543113708,9.948359489440918,4.824257850646973,,,
4653,3,3,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,0.6442583203315735,8.261832237243652,4.583188056945801,,,
4654,4,4,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,5.71953821182251,5.553465366363525,4.410275936126709,,,
4655,5,5,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,9.84197998046875,4.675449848175049,4.25632381439209,,,
4656,6,6,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,12.787758827209473,4.278069972991943,4.131307601928711,,,
4657,7,7,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,14.36821174621582,3.839041233062744,4.022337913513184,,,
4658,8,8,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.328397750854492,2.996077537536621,3.902053117752075,,,
4659,9,9,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.691109657287598,2.670072317123413,3.754103899002075,,,
4660,10,10,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.776777267456055,2.382275342941284,3.607405662536621,,,
4661,11,11,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.829024314880371,1.9763329029083252,3.5106945037841797,,,
4662,12,12,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.859406471252441,1.7221128940582275,3.469259023666382,,,
4663,13,13,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.902350425720215,0.9794120192527771,3.475034475326538,,,
4664,14,14,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.94990348815918,0.6294719576835632,3.507413864135742,,,
4665,15,15,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,15.973531723022461,0.5159118175506592,3.5181944370269775,,,
4666,16,16,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.00364875793457,0.08368639647960663,3.542522430419922,,,
4667,17,17,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.081995010375977,0.05937465280294418,3.6159842014312744,,,
4668,18,18,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.201480865478516,0.04707779735326767,3.7291111946105957,,,
4669,19,19,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.348176956176758,0.0376061387360096,3.8727519512176514,,,
4670,20,20,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.531028747558594,0.03131701052188873,4.055161476135254,,,
4671,21,21,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.718952178955078,0.024281304329633713,4.248812198638916,,,
4672,22,22,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,16.90803337097168,0.02477777563035488,4.444065570831299,,,
4673,23,23,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.084684371948242,0.01776871085166931,4.638254165649414,,,
4674,24,24,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.279163360595703,0.018604131415486336,4.8197922706604,,,
4675,25,25,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.431264877319336,0.015962541103363037,4.983548641204834,,,
4676,26,26,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.592741012573242,0.015916824340820312,5.131689548492432,,,
4677,27,27,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.73307991027832,0.015015020966529846,5.262822151184082,,,
4678,28,28,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.843364715576172,0.012370595708489418,5.36965274810791,,,
4679,29,29,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,17.93831443786621,0.006957567296922207,5.466979503631592,,,
4680,30,30,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,f310c41ce90c475ebffbf6205c57a376,18.017431259155273,0.00873125996440649,5.54659366607666,,,
4681,0,0,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,,,,,,
4682,1,1,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.330756813287735,-3.2975943753399406E-8,5.214484691619873,,,
4683,2,2,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.07043980062007904,9.948359489440918,4.824257850646973,,,
4684,3,3,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.2686464786529541,8.261832237243652,4.583188056945801,,,
4685,4,4,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.25541332364082336,5.553465366363525,4.410275936126709,,,
4686,5,5,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.3265638053417206,4.675449848175049,4.25632381439209,,,
4687,6,6,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.39635658264160156,4.278069972991943,4.131307601928711,,,
4688,7,7,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.4757615029811859,3.839041233062744,4.022337913513184,,,
4689,8,8,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,0.6310284733772278,2.996077537536621,3.902053117752075,,,
4690,9,9,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.8237202167510986,2.670072317123413,3.754103899002075,,,
4691,10,10,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.8793468475341797,2.382275342941284,3.607405662536621,,,
4692,11,11,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.0130984783172607,1.9763329029083252,3.5106945037841797,,,
4693,12,12,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.9636528491973877,1.7221128940582275,3.469259023666382,,,
4694,13,13,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.5556435585021973,0.9794120192527771,3.475034475326538,,,
4695,14,14,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.005479574203491,0.6294719576835632,3.507413864135742,,,
4696,15,15,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.2826180458068848,0.5159118175506592,3.5181944370269775,,,
4697,16,16,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.5722427368164062,0.08368639647960663,3.542522430419922,,,
4698,17,17,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.5518229007720947,0.05937465280294418,3.6159842014312744,,,
4699,18,18,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,2.809889078140259,0.04707779735326767,3.7291111946105957,,,
4700,19,19,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.1840133666992188,0.0376061387360096,3.8727519512176514,,,
4701,20,20,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.380491018295288,0.03131701052188873,4.055161476135254,,,
4702,21,21,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.3815126419067383,0.024281304329633713,4.248812198638916,,,
4703,22,22,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.3724513053894043,0.02477777563035488,4.444065570831299,,,
4704,23,23,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.463188409805298,0.01776871085166931,4.638254165649414,,,
4705,24,24,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.556436777114868,0.018604131415486336,4.8197922706604,,,
4706,25,25,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.6508147716522217,0.015962541103363037,4.983548641204834,,,
4707,26,26,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.76173996925354,0.015916824340820312,5.131689548492432,,,
4708,27,27,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.633427619934082,0.015015020966529846,5.262822151184082,,,
4709,28,28,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.5871005058288574,0.012370595708489418,5.36965274810791,,,
4710,29,29,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.5836236476898193,0.006957567296922207,5.466979503631592,,,
4711,30,30,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,5295517f190047afbbfb095d7cf4f9cd,3.624701976776123,0.00873125996440649,5.54659366607666,,,
4712,0,0,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,,,,,,
4713,1,1,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,0.07655090093612671,-3.2975943753399406E-8,5.214484691619873,,,
4714,2,2,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,0.05698531121015549,9.948359489440918,4.824257850646973,,,
4715,3,3,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,0.060020655393600464,8.261832237243652,4.583188056945801,,,
4716,4,4,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,5.34250020980835,5.553465366363525,4.410275936126709,,,
4717,5,5,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,9.540149688720703,4.675449848175049,4.25632381439209,,,
4718,6,6,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,12.550409317016602,4.278069972991943,4.131307601928711,,,
4719,7,7,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,12.598389625549316,3.839041233062744,4.022337913513184,,,
4720,8,8,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,10.159952163696289,2.996077537536621,3.902053117752075,,,
4721,9,9,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,9.213133811950684,2.670072317123413,3.754103899002075,,,
4722,10,10,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,10.828463554382324,2.382275342941284,3.607405662536621,,,
4723,11,11,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,10.488059997558594,1.9763329029083252,3.5106945037841797,,,
4724,12,12,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,11.816673278808594,1.7221128940582275,3.469259023666382,,,
4725,13,13,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,11.432862281799316,0.9794120192527771,3.475034475326538,,,
4726,14,14,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,12.525215148925781,0.6294719576835632,3.507413864135742,,,
4727,15,15,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,12.381664276123047,0.5159118175506592,3.5181944370269775,,,
4728,16,16,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,12.112805366516113,0.08368639647960663,3.542522430419922,,,
4729,17,17,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,10.103045463562012,0.05937465280294418,3.6159842014312744,,,
4730,18,18,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,9.353487968444824,0.04707779735326767,3.7291111946105957,,,
4731,19,19,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,9.093231201171875,0.0376061387360096,3.8727519512176514,,,
4732,20,20,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,5.384132385253906,0.03131701052188873,4.055161476135254,,,
4733,21,21,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,4.737297058105469,0.024281304329633713,4.248812198638916,,,
4734,22,22,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,3.905958414077759,0.02477777563035488,4.444065570831299,,,
4735,23,23,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,3.6420998573303223,0.01776871085166931,4.638254165649414,,,
4736,24,24,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,3.6321299076080322,0.018604131415486336,4.8197922706604,,,
4737,25,25,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,3.3616721630096436,0.015962541103363037,4.983548641204834,,,
4738,26,26,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,3.077611207962036,0.015916824340820312,5.131689548492432,,,
4739,27,27,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,2.849189043045044,0.015015020966529846,5.262822151184082,,,
4740,28,28,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,2.8319313526153564,0.012370595708489418,5.36965274810791,,,
4741,29,29,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,2.684835195541382,0.006957567296922207,5.466979503631592,,,
4742,30,30,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,2ab4ec20e67a413cbb736e48a3858669,2.550628185272217,0.00873125996440649,5.54659366607666,,,
4743,0,0,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,,,,,,
4744,1,1,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,0.09684579819440842,-3.2975943753399406E-8,5.214484691619873,,,
4745,2,2,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,0.6226117610931396,9.948359489440918,4.824257850646973,,,
4746,3,3,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,0.679290235042572,8.261832237243652,4.583188056945801,,,
4747,4,4,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,5.736721038818359,5.553465366363525,4.410275936126709,,,
4748,5,5,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,9.686580657958984,4.675449848175049,4.25632381439209,,,
4749,6,6,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,12.553762435913086,4.278069972991943,4.131307601928711,,,
4750,7,7,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,14.153806686401367,3.839041233062744,4.022337913513184,,,
4751,8,8,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,11.71117115020752,2.996077537536621,3.902053117752075,,,
4752,9,9,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,9.938465118408203,2.670072317123413,3.754103899002075,,,
4753,10,10,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,9.87767505645752,2.382275342941284,3.607405662536621,,,
4754,11,11,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,11.272478103637695,1.9763329029083252,3.5106945037841797,,,
4755,12,12,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,12.734580993652344,1.7221128940582275,3.469259023666382,,,
4756,13,13,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,13.735105514526367,0.9794120192527771,3.475034475326538,,,
4757,14,14,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,14.421876907348633,0.6294719576835632,3.507413864135742,,,
4758,15,15,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,14.895397186279297,0.5159118175506592,3.5181944370269775,,,
4759,16,16,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,15.256604194641113,0.08368639647960663,3.542522430419922,,,
4760,17,17,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,15.558846473693848,0.05937465280294418,3.6159842014312744,,,
4761,18,18,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,15.820860862731934,0.04707779735326767,3.7291111946105957,,,
4762,19,19,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,16.136199951171875,0.0376061387360096,3.8727519512176514,,,
4763,20,20,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,16.340850830078125,0.03131701052188873,4.055161476135254,,,
4764,21,21,hard_gumbel_ae,64,minigrid-door-key-stochastic,9,5184,None,0f284283f3c844479fe3afe07e115a3b,16.505191802978516,0.024281304329633713,4.248812198638916,,,
